,DL,IL,EL
9183,2,3,5
1029,1,2,1
1560,1,2,3
4563,1,3,2
8447,2,1,6
8293,2,4,4
6670,2,3,1
3112,1,1,10
9911,2,1,5
2106,1,1,1
4984,1,1,1
6691,2,5,3
8968,2,3,2
9242,2,5,2
9608,2,1,2
2380,1,3,7
3342,1,3,6
6239,2,2,4
7385,2,2,1
1014,1,2,6
6365,2,2,4
6341,2,4,2
8801,2,2,3
2141,1,3,7
9254,2,2,2
9532,2,2,4
9419,2,4,4
4830,1,1,5
9504,2,5,5
8192,2,3,4
9539,2,2,1
934,1,1,3
4089,1,3,5
7630,2,1,7
7152,2,5,3
9465,2,1,7
8156,2,2,3
9417,2,5,6
8869,2,3,4
4528,1,2,9
8512,2,3,4
8437,2,2,7
6735,2,4,2
9347,2,3,6
3017,1,3,2
7134,2,4,2
111,1,2,4
8467,2,1,1
8726,2,4,2
2520,1,3,8
1220,1,3,5
6546,2,2,7
180,1,2,9
5788,2,2,1
7036,2,2,4
5465,2,3,6
1268,1,2,7
5600,2,2,6
9773,2,4,6
6656,2,2,6
8919,2,5,2
5036,2,1,3
1802,1,3,10
3476,1,1,6
5181,2,3,4
8934,2,3,3
6006,2,1,1
3029,1,2,10
1208,1,1,8
4864,1,2,2
8080,2,5,5
2817,1,1,7
7695,2,4,2
2826,1,3,10
1323,1,2,4
1857,1,2,3
8880,2,1,2
8927,2,5,5
3764,1,3,2
4015,1,1,10
4780,1,2,10
364,1,3,4
8386,2,4,6
1569,1,1,5
9982,2,1,1
6441,2,5,6
9663,2,2,1
7087,2,4,3
4228,1,3,9
9677,2,2,1
1139,1,3,3
7161,2,4,6
1310,1,2,3
4080,1,1,9
619,1,1,6
1472,1,3,2
9345,2,2,5
7115,2,2,4
1378,1,2,10
8018,2,3,4
9151,2,2,2
5307,2,4,5
1148,1,2,9
5693,2,3,1
4183,1,3,8
4507,1,2,9
6868,2,5,3
1909,1,1,10
565,1,2,10
1620,1,2,4
328,1,1,6
7677,2,3,2
2982,1,1,5
4627,1,3,4
7842,2,3,4
9090,2,4,1
1489,1,1,9
9033,2,3,5
5487,2,3,1
6061,2,4,6
2178,1,2,4
6648,2,1,4
1663,1,1,6
6664,2,2,7
9690,2,3,1
8792,2,5,2
1064,1,3,4
7799,2,1,1
6160,2,3,3
9341,2,5,3
3675,1,3,4
9590,2,5,4
2698,1,3,6
2845,1,1,7
7414,2,5,4
2655,1,1,7
7045,2,2,1
9412,2,4,6
576,1,2,6
8766,2,1,2
8474,2,5,2
6489,2,3,7
3819,1,2,9
5613,2,2,7
7346,2,1,5
8661,2,2,7
2492,1,1,9
7628,2,2,3
7209,2,1,1
944,1,3,2
5402,2,4,1
3191,1,3,2
4619,1,2,5
2348,1,3,9
6228,2,5,6
3184,1,3,3
3294,1,2,8
5616,2,1,3
8573,2,1,3
5532,2,2,3
4193,1,3,2
459,1,3,10
8599,2,2,1
7516,2,5,7
2320,1,1,2
4133,1,2,10
7283,2,3,4
722,1,3,6
4909,1,2,7
6158,2,4,4
2509,1,3,8
5605,2,5,4
6252,2,2,3
8208,2,3,3
750,1,1,10
6966,2,2,1
7515,2,2,3
5078,2,3,6
5628,2,3,7
320,1,3,6
6940,2,5,3
2783,1,3,1
669,1,1,10
678,1,2,10
5424,2,4,4
1579,1,1,9
4429,1,2,6
8827,2,5,7
4312,1,1,7
2403,1,2,9
1418,1,1,3
7987,2,3,7
6175,2,1,7
3738,1,3,7
8748,2,5,3
2397,1,1,2
617,1,1,1
1953,1,1,7
7611,2,5,6
3301,1,2,8
3693,1,2,1
8309,2,5,7
9426,2,2,3
1275,1,3,6
3864,1,2,4
9492,2,3,7
674,1,1,1
8966,2,3,5
1918,1,2,4
1217,1,3,1
2358,1,1,6
1965,1,3,7
6978,2,1,3
9263,2,1,2
5867,2,4,1
7993,2,5,2
5991,2,2,3
2856,1,3,9
9150,2,1,5
128,1,3,7
7577,2,4,5
8672,2,1,2
2886,1,2,3
9034,2,1,5
6870,2,4,4
9460,2,3,4
4794,1,3,1
5878,2,2,6
5407,2,5,7
6528,2,4,4
8424,2,3,4
6889,2,1,3
1412,1,2,4
4307,1,1,1
1348,1,3,8
1936,1,1,7
9588,2,4,5
6919,2,3,3
6255,2,1,4
4834,1,3,2
8815,2,1,7
3073,1,3,10
8527,2,3,3
9401,2,3,3
9530,2,3,2
9311,2,4,5
6378,2,5,7
6386,2,2,4
2326,1,1,2
6576,2,5,5
8582,2,5,4
1934,1,3,8
2252,1,2,2
6100,2,5,2
1515,1,2,3
2524,1,2,4
9370,2,4,3
9343,2,2,4
5970,2,1,1
6179,2,3,7
664,1,3,4
8099,2,3,4
3557,1,3,10
6733,2,3,6
2108,1,3,8
2503,1,3,4
597,1,2,7
8024,2,4,6
3072,1,2,3
8482,2,4,3
5701,2,3,2
7651,2,1,2
3868,1,1,5
6941,2,1,6
3218,1,2,10
3227,1,3,6
5775,2,1,1
3722,1,1,4
6560,2,3,7
6487,2,1,2
6153,2,1,1
8180,2,5,2
5560,2,1,2
3108,1,3,7
6103,2,2,1
4769,1,3,7
7558,2,2,1
6888,2,1,4
2705,1,1,4
4740,1,1,5
6382,2,2,6
2855,1,2,5
325,1,2,9
9158,2,2,6
4869,1,1,9
9120,2,2,3
7855,2,4,1
4097,1,3,2
9992,2,2,6
4222,1,2,10
6187,2,5,1
4197,1,2,6
6095,2,4,7
5086,2,3,4
6104,2,3,6
1807,1,1,9
6403,2,1,1
1460,1,2,1
8548,2,1,2
9179,2,5,6
6611,2,1,1
1212,1,3,10
5916,2,2,6
1403,1,3,1
258,1,2,4
6655,2,4,2
8531,2,2,1
7759,2,2,7
3140,1,3,2
9197,2,2,2
1767,1,3,8
6096,2,4,1
829,1,2,8
1508,1,1,1
4921,1,3,9
1980,1,1,3
9808,2,2,1
816,1,1,9
9529,2,2,2
4989,1,1,4
3550,1,3,5
1471,1,2,1
575,1,3,3
5461,2,3,1
9602,2,2,3
9784,2,2,4
5753,2,2,7
3245,1,3,4
8450,2,4,3
5252,2,1,1
8349,2,3,7
4478,1,1,6
1851,1,2,10
7092,2,2,6
2829,1,1,10
8981,2,3,1
6795,2,5,7
9164,2,1,6
118,1,2,10
8196,2,1,2
9229,2,2,3
588,1,2,1
7904,2,4,3
7435,2,3,5
3999,1,3,4
8564,2,2,1
1050,1,2,9
3847,1,2,8
6132,2,1,1
5511,2,3,4
523,1,2,5
7027,2,3,5
2645,1,2,9
953,1,2,9
7146,2,4,6
9603,2,1,3
2798,1,1,4
7869,2,4,1
1519,1,1,8
4199,1,1,10
690,1,3,2
4140,1,3,6
4660,1,1,4
4076,1,3,5
1896,1,3,3
9562,2,4,5
2634,1,2,5
6097,2,5,6
8713,2,4,3
379,1,1,1
4153,1,3,10
4931,1,2,8
282,1,1,7
3597,1,1,7
64,1,1,3
385,1,2,8
852,1,1,6
8494,2,4,2
6247,2,3,5
7178,2,5,7
4129,1,2,7
2290,1,3,10
5116,2,4,3
169,1,1,7
4888,1,1,4
6284,2,2,5
1563,1,1,6
3992,1,3,10
7275,2,2,5
7640,2,5,3
3733,1,3,9
1075,1,3,9
1132,1,1,8
58,1,1,1
3479,1,3,3
2609,1,2,2
7460,2,1,4
2088,1,3,7
1117,1,1,7
3178,1,3,1
1513,1,2,4
4176,1,1,1
7281,2,1,3
8294,2,1,7
4927,1,2,4
6529,2,1,2
2292,1,1,8
241,1,2,8
9718,2,5,2
7437,2,3,2
923,1,3,6
4751,1,1,2
8041,2,4,6
2390,1,1,6
5471,2,3,3
3224,1,3,5
4580,1,2,1
3501,1,1,5
5688,2,5,2
5811,2,1,3
8066,2,4,2
9631,2,2,7
5015,1,3,10
4114,1,1,10
4444,1,1,4
8487,2,4,5
6308,2,4,7
987,1,1,9
9121,2,3,7
218,1,2,4
2128,1,3,1
5929,2,2,1
363,1,1,2
3627,1,3,5
5522,2,5,1
7534,2,3,4
5197,2,3,4
7304,2,2,2
1317,1,3,6
6915,2,5,7
9038,2,2,1
9673,2,2,3
6122,2,1,6
6662,2,5,5
7870,2,3,1
2821,1,1,5
9544,2,3,5
6421,2,4,3
3611,1,3,1
8271,2,1,1
6737,2,5,7
3159,1,1,2
9497,2,2,6
8275,2,5,5
5121,2,5,7
4421,1,1,2
7474,2,1,7
3786,1,3,7
9392,2,2,3
9520,2,4,5
3689,1,1,9
2076,1,2,4
8625,2,2,1
2000,1,2,10
8764,2,5,6
7308,2,5,2
1067,1,1,9
5618,2,4,6
1178,1,2,8
6501,2,1,6
6572,2,5,2
2944,1,3,6
7809,2,3,5
6313,2,3,5
6391,2,5,5
3918,1,3,8
6185,2,1,7
1996,1,2,9
3848,1,2,8
4633,1,1,2
6242,2,4,4
2152,1,3,5
4613,1,3,5
7848,2,1,4
7686,2,5,6
4925,1,2,10
3392,1,2,3
1054,1,3,7
7123,2,4,3
5972,2,4,1
9351,2,5,7
1993,1,2,7
3130,1,3,1
5627,2,5,6
9208,2,2,6
201,1,1,2
3411,1,1,9
2188,1,2,2
7359,2,4,4
6133,2,3,7
4372,1,2,5
1187,1,3,2
6125,2,1,5
3620,1,3,10
3087,1,2,5
9566,2,3,5
9559,2,3,4
4883,1,2,9
7472,2,3,7
2170,1,2,5
2315,1,2,10
5205,2,2,3
7241,2,5,4
5383,2,1,2
9457,2,5,7
1565,1,1,1
8682,2,5,3
5724,2,2,2
7136,2,3,5
1935,1,1,9
1304,1,2,1
7468,2,1,7
2795,1,1,4
1182,1,3,2
6947,2,3,6
5623,2,5,2
7919,2,4,6
8172,2,5,4
5409,2,5,6
6148,2,1,6
8988,2,5,5
7201,2,4,6
1281,1,2,7
3783,1,1,6
3658,1,3,6
3904,1,3,2
1992,1,3,5
5124,2,4,5
7498,2,1,5
895,1,3,4
7090,2,4,4
2116,1,2,5
7859,2,5,3
3831,1,1,8
8308,2,2,2
2010,1,2,6
8503,2,1,4
7150,2,1,4
8957,2,3,1
16,1,3,1
3780,1,3,2
5200,2,4,6
4801,1,3,3
8945,2,2,2
6987,2,5,5
5025,1,2,3
1605,1,2,9
5395,2,5,6
2035,1,1,4
4102,1,1,8
262,1,2,10
5853,2,2,7
4033,1,2,4
1224,1,2,9
8067,2,2,6
5070,2,5,7
1525,1,3,1
4579,1,1,8
8463,2,1,5
5367,2,5,6
1773,1,3,10
5903,2,3,3
1975,1,3,8
9986,2,2,5
6023,2,1,3
5748,2,5,1
1982,1,3,5
6608,2,4,5
8538,2,3,5
9706,2,1,4
1581,1,3,10
7782,2,5,1
5234,2,2,6
3044,1,1,7
9155,2,2,5
6626,2,3,6
194,1,3,9
9815,2,4,7
1673,1,1,3
5894,2,3,5
8912,2,3,7
3983,1,1,3
3454,1,1,3
3534,1,1,9
7233,2,3,7
883,1,3,10
6246,2,4,3
3539,1,2,10
8753,2,2,4
2906,1,1,9
5098,2,1,1
7299,2,5,1
4894,1,1,9
6881,2,3,7
725,1,2,10
5179,2,1,3
4181,1,1,3
9795,2,3,1
5850,2,5,6
2113,1,3,7
3018,1,2,6
4293,1,3,9
4644,1,1,10
4723,1,2,2
4442,1,2,9
7797,2,2,2
9066,2,4,4
9157,2,4,6
3271,1,1,1
7681,2,1,3
7138,2,1,5
7277,2,3,4
6266,2,4,6
8457,2,2,7
5329,2,4,2
1119,1,3,6
846,1,3,3
9357,2,4,1
3276,1,1,9
8298,2,5,1
2945,1,3,3
2938,1,3,8
7778,2,3,3
4494,1,1,8
1399,1,2,1
1757,1,2,2
133,1,3,1
9626,2,5,3
7844,2,5,1
771,1,1,8
5132,2,3,7
7946,2,2,2
310,1,1,1
3212,1,1,2
2778,1,1,3
8529,2,5,4
3495,1,2,9
3285,1,1,5
4441,1,2,1
3729,1,3,10
4353,1,1,9
4831,1,3,2
1670,1,2,9
119,1,1,7
9420,2,5,1
3589,1,2,4
8646,2,1,6
482,1,3,4
6319,2,2,1
3331,1,2,8
9045,2,1,5
3406,1,3,2
7322,2,3,4
8197,2,5,6
5978,2,1,3
3871,1,2,8
3670,1,1,7
6339,2,2,1
826,1,2,4
2357,1,2,2
4537,1,2,3
2400,1,1,6
6738,2,5,5
1874,1,3,8
5302,2,4,1
8867,2,3,1
6802,2,3,3
2728,1,1,10
3265,1,1,9
947,1,3,1
7661,2,4,4
4436,1,3,4
7185,2,5,5
6622,2,1,5
560,1,3,2
626,1,2,7
8114,2,4,4
7912,2,5,5
3662,1,1,8
1555,1,1,5
1836,1,1,10
880,1,3,8
6724,2,5,4
7032,2,2,4
8370,2,3,7
4971,1,3,9
4365,1,3,1
8505,2,4,7
5170,2,1,5
9652,2,2,2
316,1,1,6
7524,2,5,5
2718,1,2,8
5983,2,4,2
6638,2,4,4
4362,1,2,9
5351,2,2,5
5838,2,4,7
1034,1,1,7
1682,1,3,6
3252,1,1,5
4054,1,2,1
4797,1,1,2
502,1,2,6
3384,1,2,1
7853,2,1,7
4445,1,2,1
6816,2,3,6
7917,2,4,4
8567,2,3,5
4919,1,1,7
1325,1,2,1
3164,1,1,10
478,1,1,9
6344,2,3,6
3223,1,3,8
1327,1,3,1
9813,2,2,3
4192,1,1,2
3957,1,3,3
327,1,2,7
9057,2,3,3
8142,2,2,3
439,1,3,9
3009,1,1,6
1262,1,2,6
4386,1,2,7
5377,2,2,3
8220,2,5,5
7562,2,5,2
9688,2,2,5
6411,2,1,3
8077,2,4,4
9800,2,2,4
5286,2,3,7
8597,2,1,3
4857,1,2,6
32,1,1,7
1853,1,2,10
4623,1,2,6
6407,2,4,4
4755,1,3,7
9750,2,2,5
7496,2,3,1
3700,1,3,1
8241,2,3,5
3682,1,1,6
1449,1,3,2
2527,1,2,2
4462,1,3,4
8676,2,4,3
283,1,3,6
6483,2,1,6
6335,2,4,2
1775,1,3,6
2100,1,3,7
4328,1,3,7
5705,2,5,3
8263,2,1,5
7565,2,3,6
1833,1,2,5
4303,1,2,2
2258,1,1,8
1197,1,1,5
383,1,3,1
8609,2,2,6
454,1,3,10
6297,2,2,4
6920,2,5,4
80,1,3,1
1385,1,3,10
746,1,2,1
9430,2,2,4
2319,1,2,7
8718,2,5,7
2381,1,3,6
4369,1,1,10
1816,1,3,9
1711,1,1,7
8932,2,1,4
6969,2,2,1
8133,2,1,2
224,1,1,6
9188,2,3,3
1667,1,2,7
870,1,2,9
5809,2,1,7
9868,2,3,3
6073,2,1,6
9026,2,3,6
4992,1,3,4
2411,1,1,6
1744,1,2,5
244,1,1,8
9491,2,2,2
5375,2,2,2
7328,2,1,2
2190,1,3,5
5524,2,3,5
7610,2,5,1
4721,1,3,10
3863,1,1,3
9143,2,4,5
8116,2,3,5
2238,1,3,4
1611,1,3,9
1968,1,2,9
4608,1,2,8
8811,2,4,4
7396,2,4,1
9610,2,1,3
5228,2,3,5
7708,2,2,4
5020,1,1,10
7653,2,4,6
9968,2,5,1
7406,2,3,4
9604,2,3,3
745,1,3,8
7084,2,3,2
4274,1,1,10
7076,2,4,5
6224,2,3,1
5841,2,4,1
2693,1,3,10
9447,2,4,5
6796,2,1,1
8164,2,1,6
3787,1,3,7
361,1,2,2
7542,2,3,1
2182,1,2,10
9902,2,1,7
2883,1,1,2
7713,2,2,2
7412,2,2,4
4853,1,1,1
2518,1,3,1
85,1,2,4
5211,2,5,5
7945,2,2,1
9083,2,1,6
2062,1,2,5
4117,1,1,3
8978,2,1,6
457,1,3,10
8901,2,5,4
8418,2,5,4
2020,1,3,10
2967,1,2,1
2037,1,2,1
5639,2,5,6
9973,2,1,7
5694,2,3,1
9363,2,1,3
3047,1,3,5
323,1,2,7
446,1,1,2
4247,1,3,9
4529,1,3,5
3727,1,3,5
7190,2,1,7
595,1,3,1
8904,2,1,3
1172,1,1,2
7780,2,2,4
8119,2,3,4
1024,1,3,4
2063,1,3,3
8974,2,4,1
8722,2,3,6
3598,1,1,7
9408,2,2,2
5907,2,4,7
7125,2,2,5
2243,1,3,4
5428,2,3,3
4652,1,3,4
958,1,1,8
3643,1,2,4
8169,2,1,4
3750,1,2,9
8790,2,5,1
499,1,2,5
6674,2,2,3
571,1,2,8
4040,1,2,10
3193,1,3,3
1198,1,1,10
4959,1,3,8
1015,1,3,2
299,1,3,1
6518,2,3,2
9385,2,4,1
8127,2,5,2
1931,1,2,6
8643,2,3,4
2618,1,1,7
165,1,3,5
8554,2,5,3
3378,1,2,10
920,1,1,10
7505,2,1,3
7680,2,3,6
8488,2,3,1
9935,2,2,5
5781,2,2,2
1601,1,3,6
1769,1,2,6
3000,1,1,2
6685,2,2,3
5060,2,3,3
5415,2,4,5
67,1,1,1
656,1,2,9
7208,2,2,6
9775,2,2,7
2043,1,1,4
6245,2,1,2
5158,2,3,3
8610,2,5,2
9072,2,3,5
6757,2,3,7
5496,2,5,5
4509,1,3,1
3594,1,2,4
8378,2,5,3
4712,1,2,3
5551,2,3,7
9171,2,2,3
4425,1,2,7
6811,2,5,5
6783,2,5,2
2702,1,1,3
8565,2,2,7
851,1,2,6
6163,2,5,6
778,1,2,4
404,1,2,9
2541,1,2,3
7949,2,1,2
1732,1,2,8
8270,2,5,2
3221,1,2,6
4669,1,3,7
221,1,1,8
2879,1,1,2
8929,2,5,7
4981,1,2,1
4583,1,3,8
6008,2,4,3
1283,1,2,4
7006,2,3,3
4249,1,1,1
2839,1,1,3
1735,1,3,6
605,1,3,10
7934,2,3,7
6091,2,3,6
4940,1,3,2
7928,2,3,2
618,1,2,4
7850,2,5,6
6261,2,1,7
9965,2,3,1
2153,1,1,5
751,1,1,2
5006,1,1,9
4302,1,3,8
886,1,3,2
2631,1,2,8
2098,1,1,5
6578,2,5,2
7086,2,5,3
2727,1,1,5
4692,1,3,10
5091,2,4,4
6779,2,3,1
8980,2,1,2
8619,2,3,3
1714,1,2,4
7216,2,3,1
1195,1,3,5
8185,2,5,5
5336,2,3,5
8253,2,4,1
1458,1,1,4
4897,1,2,2
4318,1,1,1
1685,1,1,3
7951,2,5,6
5267,2,5,7
7073,2,1,2
6680,2,1,5
8045,2,1,1
7034,2,4,1
7176,2,3,4
8292,2,5,2
9486,2,3,7
9221,2,4,4
1978,1,3,10
2595,1,3,7
2440,1,3,1
5594,2,2,5
1552,1,2,1
845,1,2,6
9671,2,2,2
8036,2,1,3
6067,2,1,3
6600,2,1,2
430,1,3,2
9040,2,3,1
583,1,1,3
7212,2,5,7
7029,2,5,1
8023,2,1,5
7791,2,5,1
5922,2,4,5
7638,2,2,4
3549,1,2,6
5919,2,5,4
38,1,3,4
2865,1,1,9
445,1,2,5
3742,1,3,3
4607,1,2,4
2028,1,2,10
6151,2,3,3
7973,2,1,6
1019,1,1,2
9102,2,2,4
9864,2,5,6
8417,2,3,3
2762,1,2,3
7042,2,2,1
3034,1,3,2
8098,2,2,1
7786,2,4,4
3350,1,3,2
3751,1,1,2
9148,2,3,2
1606,1,3,1
3469,1,1,7
3976,1,2,9
8165,2,2,5
1318,1,3,6
4680,1,1,8
3839,1,1,2
8622,2,3,5
7922,2,3,4
3824,1,3,4
3413,1,1,9
589,1,2,10
1532,1,1,6
2148,1,1,1
8581,2,4,1
7195,2,1,4
3161,1,2,6
8329,2,3,5
8806,2,1,1
9977,2,5,3
2686,1,1,1
2911,1,3,3
6673,2,4,5
7586,2,5,3
2080,1,2,6
3105,1,1,1
8533,2,3,2
569,1,2,6
5624,2,4,4
9448,2,4,1
5001,1,3,3
3007,1,3,2
4422,1,1,10
3351,1,3,4
6541,2,2,2
4690,1,1,3
4600,1,2,8
5440,2,3,1
4696,1,3,1
8795,2,4,2
1593,1,1,5
5759,2,2,2
6287,2,2,2
3720,1,2,8
4093,1,3,10
8427,2,2,6
1101,1,1,3
2745,1,3,1
9882,2,2,1
787,1,3,1
2410,1,2,6
3796,1,3,7
5559,2,1,7
7433,2,1,6
5357,2,1,6
5408,2,4,4
8907,2,4,7
3862,1,3,4
3214,1,1,8
2993,1,3,10
9745,2,3,5
9235,2,4,1
7877,2,2,4
7594,2,4,7
1342,1,1,2
6982,2,4,2
7424,2,5,2
5041,2,4,4
9545,2,1,5
7191,2,5,3
8286,2,1,3
8248,2,5,7
5289,2,2,7
8863,2,3,2
6841,2,2,7
3145,1,1,5
1543,1,3,6
5439,2,2,2
8741,2,3,1
1906,1,2,3
7754,2,3,3
1594,1,2,3
8448,2,3,5
636,1,1,8
4500,1,2,1
9995,2,1,7
1938,1,3,6
263,1,2,7
3497,1,1,6
4363,1,3,10
9202,2,2,2
6241,2,4,4
2547,1,3,7
3069,1,3,2
2980,1,3,1
5857,2,2,3
4541,1,2,10
7741,2,5,7
9508,2,5,4
959,1,3,3
2428,1,1,2
3963,1,3,7
9000,2,5,2
7537,2,4,1
9953,2,1,6
1383,1,3,5
6361,2,3,7
3149,1,1,10
130,1,3,3
1505,1,3,3
5288,2,1,7
8145,2,2,1
5723,2,1,7
8649,2,4,1
1048,1,1,5
8423,2,4,5
5760,2,2,6
7702,2,1,2
6336,2,5,4
3795,1,1,8
877,1,1,2
476,1,2,10
3239,1,1,2
891,1,3,6
932,1,2,2
2323,1,1,7
5488,2,5,4
3943,1,3,7
4746,1,3,1
8662,2,3,3
5874,2,1,1
2017,1,2,10
8514,2,5,2
3901,1,1,9
2034,1,2,9
5835,2,2,1
7788,2,1,1
4976,1,1,5
1750,1,1,2
3264,1,2,2
3228,1,2,7
8179,2,2,2
1785,1,1,6
988,1,3,8
2792,1,3,3
2452,1,1,5
2897,1,1,3
7905,2,1,1
1610,1,3,10
122,1,2,5
6834,2,1,3
1134,1,2,9
9741,2,4,3
7062,2,5,3
4292,1,3,3
9427,2,3,4
1260,1,1,8
8019,2,1,6
6031,2,4,6
8245,2,1,4
3781,1,3,5
7319,2,1,3
2353,1,2,1
7533,2,4,7
4782,1,1,1
7452,2,5,3
3052,1,3,9
7866,2,5,3
6561,2,5,3
1955,1,1,9
7943,2,5,5
425,1,3,4
1242,1,2,3
143,1,3,3
1343,1,1,6
9696,2,1,2
301,1,1,1
3504,1,1,5
9625,2,1,4
5184,2,2,2
4361,1,2,4
9231,2,5,6
8029,2,2,2
2075,1,1,2
2161,1,2,1
2682,1,3,5
3694,1,3,1
9181,2,3,5
514,1,3,7
4107,1,3,4
6872,2,5,4
5468,2,3,4
4535,1,3,3
5499,2,1,1
5553,2,5,3
4923,1,1,9
4230,1,3,4
444,1,3,2
5677,2,4,6
546,1,2,10
2669,1,3,8
2539,1,1,9
4399,1,3,9
3826,1,1,7
9611,2,2,6
3078,1,2,5
954,1,2,3
7648,2,5,6
7022,2,5,4
1415,1,1,9
610,1,2,6
7279,2,5,3
8714,2,4,3
3940,1,1,2
7539,2,4,7
6729,2,5,6
4135,1,3,5
1439,1,1,7
4798,1,1,5
9178,2,3,3
2122,1,2,6
8035,2,4,7
5019,1,3,3
650,1,2,9
2628,1,3,6
2189,1,2,1
5349,2,3,5
4757,1,3,9
1350,1,3,3
28,1,3,6
317,1,1,1
7172,2,4,4
3902,1,1,8
4774,1,3,4
8835,2,3,1
3001,1,3,5
4974,1,3,4
3698,1,2,3
9371,2,4,6
2093,1,3,8
4655,1,2,9
5642,2,4,4
7810,2,5,5
7794,2,5,2
387,1,3,4
8235,2,2,4
9184,2,3,6
1066,1,2,4
4095,1,3,10
2759,1,1,10
4304,1,2,8
3354,1,2,9
1716,1,1,4
7768,2,3,5
4454,1,1,6
4233,1,2,7
4961,1,1,6
6427,2,1,3
353,1,2,7
2674,1,2,2
3916,1,3,4
980,1,2,2
9362,2,5,2
6493,2,1,6
6443,2,4,6
4355,1,2,4
5208,2,1,1
6161,2,2,2
9269,2,5,3
1739,1,1,5
1401,1,1,9
2350,1,3,6
3548,1,3,1
8072,2,3,7
897,1,2,7
9930,2,2,3
7235,2,4,1
9342,2,1,7
6825,2,4,2
906,1,1,2
220,1,3,3
519,1,1,5
37,1,3,5
2448,1,1,4
7578,2,3,7
9668,2,2,1
96,1,2,9
4227,1,1,5
8909,2,2,6
950,1,1,10
6094,2,5,1
9064,2,4,3
3731,1,3,2
7590,2,2,2
7712,2,5,5
7771,2,1,1
3581,1,1,7
6083,2,3,4
3449,1,2,3
837,1,2,9
2325,1,3,2
3690,1,2,10
7449,2,4,4
5638,2,4,6
6428,2,3,2
3832,1,1,7
5489,2,2,7
3196,1,2,8
7464,2,5,5
7377,2,3,7
2476,1,2,2
8338,2,2,5
6931,2,4,5
4804,1,1,6
7356,2,4,2
1702,1,2,1
8285,2,4,5
8786,2,4,6
4548,1,3,7
4030,1,1,8
1642,1,1,4
9316,2,3,4
9904,2,1,5
4050,1,3,4
9512,2,2,4
1641,1,3,3
8274,2,2,4
77,1,1,9
8593,2,1,7
7276,2,1,4
3874,1,2,7
8358,2,4,4
7371,2,3,7
3312,1,1,10
3673,1,1,4
5980,2,5,7
4266,1,2,2
3867,1,1,7
7323,2,3,2
7411,2,5,7
4060,1,2,5
604,1,1,8
677,1,1,9
2636,1,3,5
9662,2,1,6
8068,2,2,1
8043,2,1,3
6522,2,1,2
9859,2,2,5
3769,1,2,1
8364,2,5,1
5791,2,4,4
1602,1,1,7
5477,2,2,7
4871,1,2,9
3517,1,2,3
2236,1,3,5
689,1,2,5
4817,1,1,6
3835,1,3,7
9543,2,2,5
4877,1,2,6
290,1,3,6
5087,2,3,2
9731,2,5,4
3937,1,3,6
2729,1,2,6
10,1,3,3
1433,1,2,8
592,1,2,1
1465,1,3,6
9415,2,5,6
7637,2,5,1
3321,1,2,10
7447,2,1,5
9599,2,2,1
5125,2,2,2
4159,1,2,3
8631,2,3,6
9416,2,1,4
1878,1,3,4
1312,1,1,5
5660,2,2,4
4084,1,2,3
5626,2,2,6
8162,2,1,2
4171,1,3,1
2214,1,1,9
4109,1,3,10
6985,2,2,4
712,1,1,4
5217,2,2,6
7026,2,5,7
4668,1,1,1
9561,2,3,3
3773,1,2,10
8695,2,5,3
4017,1,1,1
1988,1,2,7
2134,1,2,7
5897,2,5,1
8095,2,3,2
6717,2,2,7
1790,1,3,8
1459,1,2,9
1741,1,3,10
2401,1,3,9
442,1,3,5
5090,2,5,2
3435,1,1,7
4562,1,3,10
2824,1,1,10
9621,2,4,2
2187,1,2,6
4359,1,1,7
7862,2,2,3
6271,2,4,7
912,1,2,3
8490,2,4,4
7101,2,2,5
2761,1,3,7
5904,2,2,5
7438,2,1,3
3482,1,1,3
1092,1,3,8
1557,1,2,9
3407,1,3,2
607,1,1,3
2282,1,3,2
4072,1,2,10
6692,2,1,7
1656,1,1,5
6200,2,4,3
3367,1,1,3
9680,2,3,5
4653,1,3,7
2044,1,2,2
3941,1,3,5
9985,2,5,4
7441,2,4,1
5229,2,4,5
5104,2,2,1
1925,1,2,6
703,1,1,6
3761,1,2,8
2664,1,2,7
975,1,1,3
4849,1,1,6
1126,1,3,7
7157,2,2,2
5518,2,1,4
3162,1,3,10
8848,2,3,7
285,1,2,6
2416,1,3,8
7790,2,1,6
2084,1,2,3
2688,1,2,8
6672,2,3,5
3752,1,3,6
3570,1,3,9
8509,2,2,5
3486,1,3,5
334,1,1,5
9339,2,5,6
2801,1,1,5
2269,1,2,8
1607,1,3,4
4018,1,3,7
9845,2,3,2
9273,2,1,3
6130,2,1,2
3249,1,3,5
5822,2,3,7
5582,2,1,5
5998,2,5,1
5445,2,5,1
8408,2,4,4
4884,1,3,3
3890,1,3,1
4896,1,1,2
3527,1,1,10
5120,2,4,6
9456,2,5,1
7091,2,4,1
9409,2,3,4
3588,1,2,2
92,1,2,8
2955,1,1,10
1297,1,3,9
7284,2,3,4
5101,2,4,6
3132,1,2,1
9563,2,5,2
961,1,1,5
5342,2,4,4
2232,1,3,7
6778,2,4,2
8887,2,5,5
9880,2,1,2
8742,2,1,6
1725,1,3,2
2268,1,3,6
5621,2,3,4
7837,2,1,2
9697,2,5,2
1826,1,1,7
2531,1,1,5
7222,2,2,7
4606,1,1,4
